4677: T2_2H_BOW                                                        : Novice's Bow
5047: T5_2H_SKULLORB_HELL@2                                            : Expert's Cursed Skull
5048: T5_2H_SKULLORB_HELL@3                                            : Expert's Cursed Skull
5049: T6_2H_SKULLORB_HELL                                              : Master's Cursed Skull
5050: T6_2H_SKULLORB_HELL@1                                            : Master's Cursed Skull
5051: T6_2H_SKULLORB_HELL@2                                            : Master's Cursed Skull
5052: T6_2H_SKULLORB_HELL@3                                            : Master's Cursed Skull
5053: T7_2H_SKULLORB_HELL                                              : Grandmaster's Cursed Skull
5054: T7_2H_SKULLORB_HELL@1                                            : Grandmaster's Cursed Skull
5055: T7_2H_SKULLORB_HELL@2                                            : Grandmaster's Cursed Skull
5056: T7_2H_SKULLORB_HELL@3                                            : Grandmaster's Cursed Skull
5057: T8_2H_SKULLORB_HELL                                              : Elder's Cursed Skull
5058: T8_2H_SKULLORB_HELL@1                                            : Elder's Cursed Skull
5059: T8_2H_SKULLORB_HELL@2                                            : Elder's Cursed Skull
5060: T8_2H_SKULLORB_HELL@3                                            : Elder's Cursed Skull
5061: T4_2H_CURSEDSTAFF_MORGANA                                        : Adept's Damnation Staff
5062: T4_2H_CURSEDSTAFF_MORGANA@1                                      : Adept's Damnation Staff
5063: T4_2H_CURSEDSTAFF_MORGANA@2                                      : Adept's Damnation Staff
5064: T4_2H_CURSEDSTAFF_MORGANA@3                                      : Adept's Damnation Staff
5065: T5_2H_CURSEDSTAFF_MORGANA                                        : Expert's Damnation Staff
5066: T5_2H_CURSEDSTAFF_MORGANA@1                                      : Expert's Damnation Staff
5067: T5_2H_CURSEDSTAFF_MORGANA@2                                      : Expert's Damnation Staff
5068: T5_2H_CURSEDSTAFF_MORGANA@3                                      : Expert's Damnation Staff
5069: T6_2H_CURSEDSTAFF_MORGANA                                        : Master's Damnation Staff
5070: T6_2H_CURSEDSTAFF_MORGANA@1                                      : Master's Damnation Staff
5071: T6_2H_CURSEDSTAFF_MORGANA@2                                      : Master's Damnation Staff
5072: T6_2H_CURSEDSTAFF_MORGANA@3                                      : Master's Damnation Staff
5073: T7_2H_CURSEDSTAFF_MORGANA                                        : Grandmaster's Damnation Staff
5074: T7_2H_CURSEDSTAFF_MORGANA@1                                      : Grandmaster's Damnation Staff
5075: T7_2H_CURSEDSTAFF_MORGANA@2                                      : Grandmaster's Damnation Staff
5076: T7_2H_CURSEDSTAFF_MORGANA@3                                      : Grandmaster's Damnation Staff
5077: T8_2H_CURSEDSTAFF_MORGANA                                        : Elder's Damnation Staff
5078: T8_2H_CURSEDSTAFF_MORGANA@1                                      : Elder's Damnation Staff
5079: T8_2H_CURSEDSTAFF_MORGANA@2                                      : Elder's Damnation Staff
5080: T8_2H_CURSEDSTAFF_MORGANA@3                                      : Elder's Damnation Staff
5081: T4_MAIN_CURSEDSTAFF_AVALON                                       : Adept's Shadowcaller
5082: T4_MAIN_CURSEDSTAFF_AVALON@1                                     : Adept's Shadowcaller
5083: T4_MAIN_CURSEDSTAFF_AVALON@2                                     : Adept's Shadowcaller
5084: T4_MAIN_CURSEDSTAFF_AVALON@3                                     : Adept's Shadowcaller
5085: T5_MAIN_CURSEDSTAFF_AVALON                                       : Expert's Shadowcaller
5086: T5_MAIN_CURSEDSTAFF_AVALON@1                                     : Expert's Shadowcaller
5087: T5_MAIN_CURSEDSTAFF_AVALON@2                                     : Expert's Shadowcaller
5088: T5_MAIN_CURSEDSTAFF_AVALON@3                                     : Expert's Shadowcaller
5089: T6_MAIN_CURSEDSTAFF_AVALON                                       : Master's Shadowcaller
5090: T6_MAIN_CURSEDSTAFF_AVALON@1                                     : Master's Shadowcaller
5091: T6_MAIN_CURSEDSTAFF_AVALON@2                                     : Master's Shadowcaller
5092: T6_MAIN_CURSEDSTAFF_AVALON@3                                     : Master's Shadowcaller
5093: T7_MAIN_CURSEDSTAFF_AVALON                                       : Grandmaster's Shadowcaller
5094: T7_MAIN_CURSEDSTAFF_AVALON@1                                     : Grandmaster's Shadowcaller
5095: T7_MAIN_CURSEDSTAFF_AVALON@2                                     : Grandmaster's Shadowcaller
5096: T7_MAIN_CURSEDSTAFF_AVALON@3                                     : Grandmaster's Shadowcaller
5097: T8_MAIN_CURSEDSTAFF_AVALON                                       : Elder's Shadowcaller
5098: T8_MAIN_CURSEDSTAFF_AVALON@1                                     : Elder's Shadowcaller
5099: T8_MAIN_CURSEDSTAFF_AVALON@2                                     : Elder's Shadowcaller
5100: T8_MAIN_CURSEDSTAFF_AVALON@3                                     : Elder's Shadowcaller
5101: T2_MAIN_FIRESTAFF                                                : Novice's Fire Staff
5102: T3_MAIN_FIRESTAFF                                                : Journeyman's Fire Staff
5103: T4_MAIN_FIRESTAFF                                                : Adept's Fire Staff
5104: T4_MAIN_FIRESTAFF@1                                              : Adept's Fire Staff
5105: T4_MAIN_FIRESTAFF@2                                              : Adept's Fire Staff
5106: T4_MAIN_FIRESTAFF@3                                              : Adept's Fire Staff
5107: T5_MAIN_FIRESTAFF                                                : Expert's Fire Staff
5108: T5_MAIN_FIRESTAFF@1                                              : Expert's Fire Staff
5109: T5_MAIN_FIRESTAFF@2                                              : Expert's Fire Staff
5110: T5_MAIN_FIRESTAFF@3                                              : Expert's Fire Staff
5111: T6_MAIN_FIRESTAFF                                                : Master's Fire Staff
5112: T6_MAIN_FIRESTAFF@1                                              : Master's Fire Staff
5113: T6_MAIN_FIRESTAFF@2                                              : Master's Fire Staff
5114: T6_MAIN_FIRESTAFF@3                                              : Master's Fire Staff
5115: T7_MAIN_FIRESTAFF                                                : Grandmaster's Fire Staff
5116: T7_MAIN_FIRESTAFF@1                                              : Grandmaster's Fire Staff
5117: T7_MAIN_FIRESTAFF@2                                              : Grandmaster's Fire Staff
5118: T7_MAIN_FIRESTAFF@3                                              : Grandmaster's Fire Staff
5119: T8_MAIN_FIRESTAFF                                                : Elder's Fire Staff
5120: T8_MAIN_FIRESTAFF@1                                              : Elder's Fire Staff
5121: T8_MAIN_FIRESTAFF@2                                              : Elder's Fire Staff
5122: T8_MAIN_FIRESTAFF@3                                              : Elder's Fire Staff
5123: T4_2H_FIRESTAFF                                                  : Adept's Great Fire Staff
5124: T4_2H_FIRESTAFF@1                                                : Adept's Great Fire Staff
5125: T4_2H_FIRESTAFF@2                                                : Adept's Great Fire Staff
5126: T4_2H_FIRESTAFF@3                                                : Adept's Great Fire Staff
5127: T5_2H_FIRESTAFF                                                  : Expert's Great Fire Staff
5128: T5_2H_FIRESTAFF@1                                                : Expert's Great Fire Staff
5129: T5_2H_FIRESTAFF@2                                                : Expert's Great Fire Staff
5130: T5_2H_FIRESTAFF@3                                                : Expert's Great Fire Staff
5131: T6_2H_FIRESTAFF                                                  : Master's Great Fire Staff
5132: T6_2H_FIRESTAFF@1                                                : Master's Great Fire Staff
5133: T6_2H_FIRESTAFF@2                                                : Master's Great Fire Staff
5134: T6_2H_FIRESTAFF@3                                                : Master's Great Fire Staff
5135: T7_2H_FIRESTAFF                                                  : Grandmaster's Great Fire Staff
5136: T7_2H_FIRESTAFF@1                                                : Grandmaster's Great Fire Staff
5137: T7_2H_FIRESTAFF@2                                                : Grandmaster's Great Fire Staff
5138: T7_2H_FIRESTAFF@3                                                : Grandmaster's Great Fire Staff
5139: T8_2H_FIRESTAFF                                                  : Vendetta's Wrath
5140: T8_2H_FIRESTAFF@1                                                : Vendetta's Wrath
5141: T8_2H_FIRESTAFF@2                                                : Vendetta's Wrath
5142: T8_2H_FIRESTAFF@3                                                : Vendetta's Wrath
5143: T4_2H_INFERNOSTAFF                                               : Adept's Infernal Staff
5144: T4_2H_INFERNOSTAFF@1                                             : Adept's Infernal Staff
5145: T4_2H_INFERNOSTAFF@2                                             : Adept's Infernal Staff
5146: T4_2H_INFERNOSTAFF@3                                             : Adept's Infernal Staff
5147: T5_2H_INFERNOSTAFF                                               : Expert's Infernal Staff
5148: T5_2H_INFERNOSTAFF@1                                             : Expert's Infernal Staff
5149: T5_2H_INFERNOSTAFF@2                                             : Expert's Infernal Staff
